"","set_num","part_num","color_id","quantity","name_set","year","theme_id","name_theme","parent_id"
"1","7787-1","3873",0,158,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"2","70904-1","6141",84,81,"Clayface Splat Attack",2017,484,"Batman",482
"3","70904-1","4032a",84,67,"Clayface Splat Attack",2017,484,"Batman",482
"4","77903-1","3023",46,46,"The Dark Knight of Gotham City",2019,484,"Batman",482
"5","7787-1","6558",0,44,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"6","70904-1","11477",84,41,"Clayface Splat Attack",2017,484,"Batman",482
"7","76054-1","6141",179,31,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"8","7787-1","2723",0,28,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"9","77903-1","3023",72,28,"The Dark Knight of Gotham City",2019,484,"Batman",482
"10","76035-1","98138",34,26,"Jokerland",2015,484,"Batman",482
"11","7787-1","54200",0,22,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"12","70916-1","3023",0,22,"The Batwing",2017,484,"Batman",482
"13","70916-1","3024",0,22,"The Batwing",2017,484,"Batman",482
"14","76013-1","3023",46,20,"The Joker Steam Roller",2014,484,"Batman",482
"15","7787-1","4274",1,20,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"16","70916-1","3623",0,20,"The Batwing",2017,484,"Batman",482
"17","7787-1","2431",0,19,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"18","70923-1","6141",179,19,"The Bat-Space Shuttle",2018,484,"Batman",482
"19","7787-1","4519",71,18,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"20","70916-1","11477",0,18,"The Batwing",2017,484,"Batman",482
"21","70916-1","99207",71,18,"The Batwing",2017,484,"Batman",482
"22","77903-1","98283",72,18,"The Dark Knight of Gotham City",2019,484,"Batman",482
"23","76035-1","3023",14,17,"Jokerland",2015,484,"Batman",482
"24","70916-1","2780",0,17,"The Batwing",2017,484,"Batman",482
"25","77903-1","3024",72,17,"The Dark Knight of Gotham City",2019,484,"Batman",482
"26","7781-1","54200",0,16,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"27","70904-1","60478",84,16,"Clayface Splat Attack",2017,484,"Batman",482
"28","70916-1","3666",0,16,"The Batwing",2017,484,"Batman",482
"29","70923-1","6259",0,16,"The Bat-Space Shuttle",2018,484,"Batman",482
"30","77903-1","3070b",72,16,"The Dark Knight of Gotham City",2019,484,"Batman",482
"31","76035-1","2780",0,15,"Jokerland",2015,484,"Batman",482
"32","7885-1","3660",15,14,"Robin's Scuba Jet: Attack of The Penguin",2008,484,"Batman",482
"33","6857-1","6141",85,14,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"34","76035-1","6141",35,14,"Jokerland",2015,484,"Batman",482
"35","70916-1","22385",0,14,"The Batwing",2017,484,"Batman",482
"36","70916-1","3710",0,14,"The Batwing",2017,484,"Batman",482
"37","70923-1","3068b",72,14,"The Bat-Space Shuttle",2018,484,"Batman",482
"38","70916-1","99563",0,13,"The Batwing",2017,484,"Batman",482
"39","76013-1","3062b",71,12,"The Joker Steam Roller",2014,484,"Batman",482
"40","6857-1","3003",70,12,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"41","76035-1","11477",0,12,"Jokerland",2015,484,"Batman",482
"42","70904-1","3023",70,12,"Clayface Splat Attack",2017,484,"Batman",482
"43","70916-1","10247",72,12,"The Batwing",2017,484,"Batman",482
"44","70916-1","2877",72,12,"The Batwing",2017,484,"Batman",482
"45","70916-1","61409",72,12,"The Batwing",2017,484,"Batman",482
"46","70916-1","6141",4,12,"The Batwing",2017,484,"Batman",482
"47","76120-1","6141",179,12,"Batman Batwing and The Riddler Heist",2019,484,"Batman",482
"48","77903-1","3022",72,12,"The Dark Knight of Gotham City",2019,484,"Batman",482
"49","76054-1","2780",0,11,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"50","76035-1","11477",85,11,"Jokerland",2015,484,"Batman",482
"51","70904-1","3020",70,11,"Clayface Splat Attack",2017,484,"Batman",482
"52","70923-1","3023",46,11,"The Bat-Space Shuttle",2018,484,"Batman",482
"53","77903-1","4070",72,11,"The Dark Knight of Gotham City",2019,484,"Batman",482
"54","76013-1","32028",14,10,"The Joker Steam Roller",2014,484,"Batman",482
"55","76013-1","54200",46,10,"The Joker Steam Roller",2014,484,"Batman",482
"56","76054-1","3023",33,10,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"57","76054-1","6141",182,10,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"58","7781-1","3024",36,10,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"59","7781-1","49668",0,10,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"60","7781-1","50950",0,10,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"61","6857-1","2780",0,10,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"62","6857-1","3004",2,10,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"63","76035-1","3062b",19,10,"Jokerland",2015,484,"Batman",482
"64","76035-1","3063b",4,10,"Jokerland",2015,484,"Batman",482
"65","76035-1","3673",71,10,"Jokerland",2015,484,"Batman",482
"66","76035-1","54200",0,10,"Jokerland",2015,484,"Batman",482
"67","76035-1","85984",0,10,"Jokerland",2015,484,"Batman",482
"68","76035-1","88393",85,10,"Jokerland",2015,484,"Batman",482
"69","76035-1","98138",36,10,"Jokerland",2015,484,"Batman",482
"70","70904-1","3937",84,10,"Clayface Splat Attack",2017,484,"Batman",482
"71","70904-1","6134",70,10,"Clayface Splat Attack",2017,484,"Batman",482
"72","70916-1","11153",0,10,"The Batwing",2017,484,"Batman",482
"73","70916-1","2412b",71,10,"The Batwing",2017,484,"Batman",482
"74","70916-1","6141",72,10,"The Batwing",2017,484,"Batman",482
"75","70916-1","98138",46,10,"The Batwing",2017,484,"Batman",482
"76","70923-1","3069b",71,10,"The Bat-Space Shuttle",2018,484,"Batman",482
"77","70923-1","92280",4,10,"The Bat-Space Shuttle",2018,484,"Batman",482
"78","76111-1","63868",72,10,"Brother Eye Takedown",2018,484,"Batman",482
"79","76120-1","11458",0,10,"Batman Batwing and The Riddler Heist",2019,484,"Batman",482
"80","77903-1","3004",72,10,"The Dark Knight of Gotham City",2019,484,"Batman",482
"81","77903-1","6141",72,10,"The Dark Knight of Gotham City",2019,484,"Batman",482
"82","76054-1","3660",308,9,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"83","76054-1","4274",71,9,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"84","76010-1","6141",57,9,"The Penguin Face Off",2014,484,"Batman",482
"85","76035-1","3022",0,9,"Jokerland",2015,484,"Batman",482
"86","7787-1","3069b",0,9,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"87","70907-1","3023",4,9,"Killer Croc Tail-Gator",2017,484,"Batman",482
"88","70904-1","3023",4,9,"Clayface Splat Attack",2017,484,"Batman",482
"89","70904-1","6091",84,9,"Clayface Splat Attack",2017,484,"Batman",482
"90","70916-1","2419",72,9,"The Batwing",2017,484,"Batman",482
"91","70916-1","6558",1,9,"The Batwing",2017,484,"Batman",482
"92","70916-1","85984",72,9,"The Batwing",2017,484,"Batman",482
"93","70923-1","87081",0,9,"The Bat-Space Shuttle",2018,484,"Batman",482
"94","76111-1","3023",72,9,"Brother Eye Takedown",2018,484,"Batman",482
"95","77903-1","3024",46,9,"The Dark Knight of Gotham City",2019,484,"Batman",482
"96","76013-1","3794b",72,8,"The Joker Steam Roller",2014,484,"Batman",482
"97","76013-1","4162",0,8,"The Joker Steam Roller",2014,484,"Batman",482
"98","76013-1","4287a",0,8,"The Joker Steam Roller",2014,484,"Batman",482
"99","76013-1","6091",27,8,"The Joker Steam Roller",2014,484,"Batman",482
"100","7781-1","3023",72,8,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"101","7781-1","3937",72,8,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"102","7781-1","50967",0,8,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"103","6857-1","2412b",71,8,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"104","6857-1","32123b",14,8,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"105","6857-1","6141",34,8,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"106","76035-1","15573",19,8,"Jokerland",2015,484,"Batman",482
"107","76035-1","3021",15,8,"Jokerland",2015,484,"Batman",482
"108","76035-1","3023",0,8,"Jokerland",2015,484,"Batman",482
"109","76035-1","3068b",4,8,"Jokerland",2015,484,"Batman",482
"110","76035-1","3068b",0,8,"Jokerland",2015,484,"Batman",482
"111","76035-1","3710",71,8,"Jokerland",2015,484,"Batman",482
"112","76035-1","54200",19,8,"Jokerland",2015,484,"Batman",482
"113","76035-1","61409",72,8,"Jokerland",2015,484,"Batman",482
"114","76035-1","98138",71,8,"Jokerland",2015,484,"Batman",482
"115","70901-1","87087",378,8,"Mr. Freeze Ice Attack",2017,484,"Batman",482
"116","7787-1","3004",72,8,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"117","7787-1","32017",72,8,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"118","7787-1","49668",0,8,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"119","70907-1","2780",0,8,"Killer Croc Tail-Gator",2017,484,"Batman",482
"120","70907-1","3666",72,8,"Killer Croc Tail-Gator",2017,484,"Batman",482
"121","70907-1","3713",71,8,"Killer Croc Tail-Gator",2017,484,"Batman",482
"122","70907-1","53451",28,8,"Killer Croc Tail-Gator",2017,484,"Batman",482
"123","70907-1","6141",14,8,"Killer Croc Tail-Gator",2017,484,"Batman",482
"124","70904-1","44728",4,8,"Clayface Splat Attack",2017,484,"Batman",482
"125","70904-1","44728",0,8,"Clayface Splat Attack",2017,484,"Batman",482
"126","70904-1","54200",70,8,"Clayface Splat Attack",2017,484,"Batman",482
"127","70904-1","60470b",84,8,"Clayface Splat Attack",2017,484,"Batman",482
"128","70904-1","93274",0,8,"Clayface Splat Attack",2017,484,"Batman",482
"129","70916-1","15573",19,8,"The Batwing",2017,484,"Batman",482
"130","70916-1","3021",72,8,"The Batwing",2017,484,"Batman",482
"131","70916-1","3070b",72,8,"The Batwing",2017,484,"Batman",482
"132","70916-1","32054",4,8,"The Batwing",2017,484,"Batman",482
"133","70916-1","3665",0,8,"The Batwing",2017,484,"Batman",482
"134","70916-1","4865b",0,8,"The Batwing",2017,484,"Batman",482
"135","70916-1","60477",0,8,"The Batwing",2017,484,"Batman",482
"136","70916-1","6106",0,8,"The Batwing",2017,484,"Batman",482
"137","70916-1","6231",0,8,"The Batwing",2017,484,"Batman",482
"138","70916-1","63864",72,8,"The Batwing",2017,484,"Batman",482
"139","70916-1","98138",36,8,"The Batwing",2017,484,"Batman",482
"140","70919-1","11609",26,8,"The Justice League Anniversary Party",2018,484,"Batman",482
"141","70919-1","3023",33,8,"The Justice League Anniversary Party",2018,484,"Batman",482
"142","70919-1","61252",15,8,"The Justice League Anniversary Party",2018,484,"Batman",482
"143","70919-1","98138",41,8,"The Justice League Anniversary Party",2018,484,"Batman",482
"144","70919-1","98138",45,8,"The Justice League Anniversary Party",2018,484,"Batman",482
"145","70923-1","2653",0,8,"The Bat-Space Shuttle",2018,484,"Batman",482
"146","70923-1","28192",72,8,"The Bat-Space Shuttle",2018,484,"Batman",482
"147","76111-1","3020",72,8,"Brother Eye Takedown",2018,484,"Batman",482
"148","76111-1","6141",179,8,"Brother Eye Takedown",2018,484,"Batman",482
"149","76117-1","15573",70,8,"Batman Mech vs. Poison Ivy Mech",2019,484,"Batman",482
"150","76117-1","3023",4,8,"Batman Mech vs. Poison Ivy Mech",2019,484,"Batman",482
"151","76117-1","3069b",0,8,"Batman Mech vs. Poison Ivy Mech",2019,484,"Batman",482
"152","76117-1","35044",0,8,"Batman Mech vs. Poison Ivy Mech",2019,484,"Batman",482
"153","76117-1","6141",46,8,"Batman Mech vs. Poison Ivy Mech",2019,484,"Batman",482
"154","76117-1","98313",148,8,"Batman Mech vs. Poison Ivy Mech",2019,484,"Batman",482
"155","76120-1","2654",71,8,"Batman Batwing and The Riddler Heist",2019,484,"Batman",482
"156","76120-1","3005",288,8,"Batman Batwing and The Riddler Heist",2019,484,"Batman",482
"157","76120-1","3937",72,8,"Batman Batwing and The Riddler Heist",2019,484,"Batman",482
"158","76120-1","98138",71,8,"Batman Batwing and The Riddler Heist",2019,484,"Batman",482
"159","77903-1","3003",72,8,"The Dark Knight of Gotham City",2019,484,"Batman",482
"160","77903-1","3665",71,8,"The Dark Knight of Gotham City",2019,484,"Batman",482
"161","7885-1","3710",72,7,"Robin's Scuba Jet: Attack of The Penguin",2008,484,"Batman",482
"162","7885-1","54200",0,7,"Robin's Scuba Jet: Attack of The Penguin",2008,484,"Batman",482
"163","76054-1","2431",0,7,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"164","76054-1","3020",28,7,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"165","76054-1","85984",72,7,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"166","7781-1","2412b",0,7,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"167","6857-1","3062b",34,7,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"168","6857-1","87580",0,7,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"169","76010-1","3023",14,7,"The Penguin Face Off",2014,484,"Batman",482
"170","7787-1","2412b",72,7,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"171","70904-1","3021",72,7,"Clayface Splat Attack",2017,484,"Batman",482
"172","70904-1","3795",70,7,"Clayface Splat Attack",2017,484,"Batman",482
"173","70904-1","64867",84,7,"Clayface Splat Attack",2017,484,"Batman",482
"174","70913-1","6141",71,7,"Scarecrow Fearful Face-off",2017,484,"Batman",482
"175","70916-1","3020",0,7,"The Batwing",2017,484,"Batman",482
"176","70916-1","3020",72,7,"The Batwing",2017,484,"Batman",482
"177","70916-1","3666",71,7,"The Batwing",2017,484,"Batman",482
"178","70916-1","4274",71,7,"The Batwing",2017,484,"Batman",482
"179","70916-1","6141",182,7,"The Batwing",2017,484,"Batman",482
"180","70919-1","54200",15,7,"The Justice League Anniversary Party",2018,484,"Batman",482
"181","70919-1","85984",71,7,"The Justice League Anniversary Party",2018,484,"Batman",482
"182","70919-1","99781",71,7,"The Justice League Anniversary Party",2018,484,"Batman",482
"183","70923-1","18651",0,7,"The Bat-Space Shuttle",2018,484,"Batman",482
"184","70923-1","2780",0,7,"The Bat-Space Shuttle",2018,484,"Batman",482
"185","70923-1","3023",72,7,"The Bat-Space Shuttle",2018,484,"Batman",482
"186","70923-1","3023",41,7,"The Bat-Space Shuttle",2018,484,"Batman",482
"187","70923-1","3666",0,7,"The Bat-Space Shuttle",2018,484,"Batman",482
"188","70923-1","6222",72,7,"The Bat-Space Shuttle",2018,484,"Batman",482
"189","76111-1","3023",47,7,"Brother Eye Takedown",2018,484,"Batman",482
"190","77903-1","3005",272,7,"The Dark Knight of Gotham City",2019,484,"Batman",482
"191","77903-1","3024",272,7,"The Dark Knight of Gotham City",2019,484,"Batman",482
"192","7885-1","2431",0,6,"Robin's Scuba Jet: Attack of The Penguin",2008,484,"Batman",482
"193","7885-1","6141",4,6,"Robin's Scuba Jet: Attack of The Penguin",2008,484,"Batman",482
"194","76013-1","2412b",0,6,"The Joker Steam Roller",2014,484,"Batman",482
"195","76013-1","2420",14,6,"The Joker Steam Roller",2014,484,"Batman",482
"196","76013-1","2460",0,6,"The Joker Steam Roller",2014,484,"Batman",482
"197","76013-1","3005",27,6,"The Joker Steam Roller",2014,484,"Batman",482
"198","76013-1","3062b",15,6,"The Joker Steam Roller",2014,484,"Batman",482
"199","76013-1","60897",71,6,"The Joker Steam Roller",2014,484,"Batman",482
"200","76013-1","61409",72,6,"The Joker Steam Roller",2014,484,"Batman",482
"201","76054-1","11458",72,6,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"202","76054-1","13731",0,6,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"203","76054-1","3023",70,6,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"204","76054-1","3023",19,6,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"205","76054-1","32124",0,6,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"206","76054-1","3460",72,6,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"207","76054-1","3666",1,6,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"208","76054-1","3749",19,6,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"209","76054-1","64566",0,6,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"210","76054-1","75c13",0,6,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"211","30521-1","15573",0,6,"The Mini Batmobile",2017,484,"Batman",482
"212","7781-1","4070",72,6,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"213","7781-1","44728",15,6,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"214","7781-1","6141",42,6,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"215","6857-1","3069b",70,6,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"216","6857-1","3069b",4,6,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"217","6857-1","87087",4,6,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"218","76035-1","10201",15,6,"Jokerland",2015,484,"Batman",482
"219","76035-1","2431",14,6,"Jokerland",2015,484,"Batman",482
"220","76035-1","2654",71,6,"Jokerland",2015,484,"Batman",482
"221","76035-1","3004",14,6,"Jokerland",2015,484,"Batman",482
"222","76035-1","3005pe1",14,6,"Jokerland",2015,484,"Batman",482
"223","76035-1","32028",72,6,"Jokerland",2015,484,"Batman",482
"224","76035-1","33243",15,6,"Jokerland",2015,484,"Batman",482
"225","76035-1","3941",2,6,"Jokerland",2015,484,"Batman",482
"226","76035-1","54200",15,6,"Jokerland",2015,484,"Batman",482
"227","76035-1","63864",4,6,"Jokerland",2015,484,"Batman",482
"228","76035-1","98138",182,6,"Jokerland",2015,484,"Batman",482
"229","76035-1","98138",46,6,"Jokerland",2015,484,"Batman",482
"230","70901-1","14418",71,6,"Mr. Freeze Ice Attack",2017,484,"Batman",482
"231","7787-1","2412b",0,6,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"232","7787-1","30236",0,6,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"233","7787-1","32316",14,6,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"234","7787-1","4085c",71,6,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"235","7787-1","6141",72,6,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"236","70907-1","15712",70,6,"Killer Croc Tail-Gator",2017,484,"Batman",482
"237","70907-1","2412b",71,6,"Killer Croc Tail-Gator",2017,484,"Batman",482
"238","70907-1","3021",70,6,"Killer Croc Tail-Gator",2017,484,"Batman",482
"239","70907-1","44728",72,6,"Killer Croc Tail-Gator",2017,484,"Batman",482
"240","70907-1","59443",0,6,"Killer Croc Tail-Gator",2017,484,"Batman",482
"241","70907-1","99207",71,6,"Killer Croc Tail-Gator",2017,484,"Batman",482
"242","70904-1","2420",84,6,"Clayface Splat Attack",2017,484,"Batman",482
"243","70904-1","3022",70,6,"Clayface Splat Attack",2017,484,"Batman",482
"244","70904-1","3623",70,6,"Clayface Splat Attack",2017,484,"Batman",482
"245","70910-1","32028",28,6,"Scarecrow Special Delivery",2017,484,"Batman",482
"246","70910-1","99780",72,6,"Scarecrow Special Delivery",2017,484,"Batman",482
"247","70916-1","2412b",72,6,"The Batwing",2017,484,"Batman",482
"248","70916-1","24201",71,6,"The Batwing",2017,484,"Batman",482
"249","70916-1","2431",0,6,"The Batwing",2017,484,"Batman",482
"250","70916-1","3004",1,6,"The Batwing",2017,484,"Batman",482
"251","70916-1","3005",71,6,"The Batwing",2017,484,"Batman",482
"252","70916-1","3005",0,6,"The Batwing",2017,484,"Batman",482
"253","70916-1","3023",70,6,"The Batwing",2017,484,"Batman",482
"254","70916-1","3024",4,6,"The Batwing",2017,484,"Batman",482
"255","70916-1","3623",14,6,"The Batwing",2017,484,"Batman",482
"256","70916-1","4274",1,6,"The Batwing",2017,484,"Batman",482
"257","70916-1","43093",1,6,"The Batwing",2017,484,"Batman",482
"258","70916-1","44301a",71,6,"The Batwing",2017,484,"Batman",482
"259","70916-1","44302a",72,6,"The Batwing",2017,484,"Batman",482
"260","70916-1","44728",72,6,"The Batwing",2017,484,"Batman",482
"261","70916-1","6179",0,6,"The Batwing",2017,484,"Batman",482
"262","70916-1","6541",4,6,"The Batwing",2017,484,"Batman",482
"263","70919-1","3004",71,6,"The Justice League Anniversary Party",2018,484,"Batman",482
"264","70919-1","3040b",15,6,"The Justice League Anniversary Party",2018,484,"Batman",482
"265","70919-1","3065",46,6,"The Justice League Anniversary Party",2018,484,"Batman",482
"266","70919-1","3068b",71,6,"The Justice League Anniversary Party",2018,484,"Batman",482
"267","70919-1","73983",71,6,"The Justice League Anniversary Party",2018,484,"Batman",482
"268","70923-1","15068",0,6,"The Bat-Space Shuttle",2018,484,"Batman",482
"269","70923-1","3032",72,6,"The Bat-Space Shuttle",2018,484,"Batman",482
"270","70923-1","3795",4,6,"The Bat-Space Shuttle",2018,484,"Batman",482
"271","70923-1","4162",72,6,"The Bat-Space Shuttle",2018,484,"Batman",482
"272","70923-1","4274",1,6,"The Bat-Space Shuttle",2018,484,"Batman",482
"273","70923-1","4477",0,6,"The Bat-Space Shuttle",2018,484,"Batman",482
"274","70923-1","6558",1,6,"The Bat-Space Shuttle",2018,484,"Batman",482
"275","70923-1","99563",0,6,"The Bat-Space Shuttle",2018,484,"Batman",482
"276","76111-1","15573",0,6,"Brother Eye Takedown",2018,484,"Batman",482
"277","76111-1","15712",72,6,"Brother Eye Takedown",2018,484,"Batman",482
"278","76111-1","3023",0,6,"Brother Eye Takedown",2018,484,"Batman",482
"279","76111-1","54200",0,6,"Brother Eye Takedown",2018,484,"Batman",482
"280","76111-1","6005",71,6,"Brother Eye Takedown",2018,484,"Batman",482
"281","76117-1","29119",0,6,"Batman Mech vs. Poison Ivy Mech",2019,484,"Batman",482
"282","76117-1","29120",0,6,"Batman Mech vs. Poison Ivy Mech",2019,484,"Batman",482
"283","76117-1","3700",72,6,"Batman Mech vs. Poison Ivy Mech",2019,484,"Batman",482
"284","76120-1","15712",0,6,"Batman Batwing and The Riddler Heist",2019,484,"Batman",482
"285","76120-1","32803",71,6,"Batman Batwing and The Riddler Heist",2019,484,"Batman",482
"286","76120-1","35787",0,6,"Batman Batwing and The Riddler Heist",2019,484,"Batman",482
"287","76120-1","4070",0,6,"Batman Batwing and The Riddler Heist",2019,484,"Batman",482
"288","76120-1","6134",71,6,"Batman Batwing and The Riddler Heist",2019,484,"Batman",482
"289","76120-1","92280",71,6,"Batman Batwing and The Riddler Heist",2019,484,"Batman",482
"290","77903-1","15070",71,6,"The Dark Knight of Gotham City",2019,484,"Batman",482
"291","77903-1","2357",72,6,"The Dark Knight of Gotham City",2019,484,"Batman",482
"292","77903-1","2412b",72,6,"The Dark Knight of Gotham City",2019,484,"Batman",482
"293","77903-1","3069b",72,6,"The Dark Knight of Gotham City",2019,484,"Batman",482
"294","77903-1","32952",72,6,"The Dark Knight of Gotham City",2019,484,"Batman",482
"295","76013-1","3795",14,5,"The Joker Steam Roller",2014,484,"Batman",482
"296","76013-1","3795",72,5,"The Joker Steam Roller",2014,484,"Batman",482
"297","76054-1","15392",72,5,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"298","76054-1","3022",14,5,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"299","76054-1","3023",25,5,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"300","76054-1","32000",72,5,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"301","76054-1","6141",47,5,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"302","76054-1","93273",0,5,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"303","7781-1","3023",0,5,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"304","7781-1","3068b",0,5,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"305","7781-1","3623",0,5,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"306","6857-1","3700",0,5,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"307","76010-1","2540",0,5,"The Penguin Face Off",2014,484,"Batman",482
"308","76035-1","10928",72,5,"Jokerland",2015,484,"Batman",482
"309","76035-1","14769",71,5,"Jokerland",2015,484,"Batman",482
"310","76035-1","2431",0,5,"Jokerland",2015,484,"Batman",482
"311","76035-1","32062",4,5,"Jokerland",2015,484,"Batman",482
"312","76035-1","3705",0,5,"Jokerland",2015,484,"Batman",482
"313","76035-1","43093",1,5,"Jokerland",2015,484,"Batman",482
"314","76035-1","6141",42,5,"Jokerland",2015,484,"Batman",482
"315","76035-1","6180",15,5,"Jokerland",2015,484,"Batman",482
"316","70901-1","3062b",41,5,"Mr. Freeze Ice Attack",2017,484,"Batman",482
"317","70901-1","98138",41,5,"Mr. Freeze Ice Attack",2017,484,"Batman",482
"318","7787-1","2877",0,5,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"319","7787-1","43093",1,5,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"320","7787-1","4589",42,5,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"321","7787-1","6141",42,5,"The Bat-Tank: The Riddler and Bane's Hideout",2007,484,"Batman",482
"322","70907-1","3705",0,5,"Killer Croc Tail-Gator",2017,484,"Batman",482
"323","70907-1","3710",4,5,"Killer Croc Tail-Gator",2017,484,"Batman",482
"324","70907-1","63864pr0009",28,5,"Killer Croc Tail-Gator",2017,484,"Batman",482
"325","70907-1","6628",0,5,"Killer Croc Tail-Gator",2017,484,"Batman",482
"326","70907-1","98138",47,5,"Killer Croc Tail-Gator",2017,484,"Batman",482
"327","70904-1","3710",70,5,"Clayface Splat Attack",2017,484,"Batman",482
"328","70904-1","60474",84,5,"Clayface Splat Attack",2017,484,"Batman",482
"329","70904-1","92013",308,5,"Clayface Splat Attack",2017,484,"Batman",482
"330","70910-1","3710",71,5,"Scarecrow Special Delivery",2017,484,"Batman",482
"331","70916-1","15068",0,5,"The Batwing",2017,484,"Batman",482
"332","70916-1","3069b",4,5,"The Batwing",2017,484,"Batman",482
"333","70916-1","3069b",72,5,"The Batwing",2017,484,"Batman",482
"334","70916-1","60219",0,5,"The Batwing",2017,484,"Batman",482
"335","70916-1","85984",0,5,"The Batwing",2017,484,"Batman",482
"336","70916-1","99781",71,5,"The Batwing",2017,484,"Batman",482
"337","70923-1","15535",72,5,"The Bat-Space Shuttle",2018,484,"Batman",482
"338","70923-1","3020",0,5,"The Bat-Space Shuttle",2018,484,"Batman",482
"339","70923-1","30367c",0,5,"The Bat-Space Shuttle",2018,484,"Batman",482
"340","70923-1","43093",1,5,"The Bat-Space Shuttle",2018,484,"Batman",482
"341","70923-1","60475b",0,5,"The Bat-Space Shuttle",2018,484,"Batman",482
"342","70923-1","99207",4,5,"The Bat-Space Shuttle",2018,484,"Batman",482
