"","set_num","part_num","color_id","quantity","name_set","year","theme_id","name_theme","parent_id"
"1020","7885-1","61184",71,2,"Robin's Scuba Jet: Attack of The Penguin",2008,484,"Batman",482
"1021","7885-1","6541",71,2,"Robin's Scuba Jet: Attack of The Penguin",2008,484,"Batman",482
"1022","76013-1","11458",72,2,"The Joker Steam Roller",2014,484,"Batman",482
"1023","76013-1","13547",4,2,"The Joker Steam Roller",2014,484,"Batman",482
"1024","76013-1","2357",70,2,"The Joker Steam Roller",2014,484,"Batman",482
"1025","76013-1","2412b",71,2,"The Joker Steam Roller",2014,484,"Batman",482
"1026","76013-1","2420",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1027","76013-1","2431",14,2,"The Joker Steam Roller",2014,484,"Batman",482
"1028","76013-1","2436",14,2,"The Joker Steam Roller",2014,484,"Batman",482
"1029","76013-1","2540",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1030","76013-1","2654",47,2,"The Joker Steam Roller",2014,484,"Batman",482
"1031","76013-1","2723",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1032","76013-1","2877",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1033","76013-1","3001",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1034","76013-1","3020",71,2,"The Joker Steam Roller",2014,484,"Batman",482
"1035","76013-1","3021",14,2,"The Joker Steam Roller",2014,484,"Batman",482
"1036","76013-1","3023",70,2,"The Joker Steam Roller",2014,484,"Batman",482
"1037","76013-1","3031",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1038","76013-1","30363",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1039","76013-1","30367cpr0020",15,2,"The Joker Steam Roller",2014,484,"Batman",482
"1040","76013-1","3069b",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1041","76013-1","32013",71,2,"The Joker Steam Roller",2014,484,"Batman",482
"1042","76013-1","32065",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1043","76013-1","3622",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1044","76013-1","3660",72,2,"The Joker Steam Roller",2014,484,"Batman",482
"1045","76013-1","3665",4,2,"The Joker Steam Roller",2014,484,"Batman",482
"1046","76013-1","3665",72,2,"The Joker Steam Roller",2014,484,"Batman",482
"1047","76013-1","3700",72,2,"The Joker Steam Roller",2014,484,"Batman",482
"1048","76013-1","3702",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1049","76013-1","3705",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1050","76013-1","3710",14,2,"The Joker Steam Roller",2014,484,"Batman",482
"1051","76013-1","3710",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1052","76013-1","3710",27,2,"The Joker Steam Roller",2014,484,"Batman",482
"1053","76013-1","3713",71,2,"The Joker Steam Roller",2014,484,"Batman",482
"1054","76013-1","3794b",19,2,"The Joker Steam Roller",2014,484,"Batman",482
"1055","76013-1","3794b",2,2,"The Joker Steam Roller",2014,484,"Batman",482
"1056","76013-1","3894",72,2,"The Joker Steam Roller",2014,484,"Batman",482
"1057","76013-1","3941",4,2,"The Joker Steam Roller",2014,484,"Batman",482
"1058","76013-1","3960pr20",15,2,"The Joker Steam Roller",2014,484,"Batman",482
"1059","76013-1","4032a",71,2,"The Joker Steam Roller",2014,484,"Batman",482
"1060","76013-1","4070",70,2,"The Joker Steam Roller",2014,484,"Batman",482
"1061","76013-1","4081b",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1062","76013-1","4176",47,2,"The Joker Steam Roller",2014,484,"Batman",482
"1063","76013-1","42023",14,2,"The Joker Steam Roller",2014,484,"Batman",482
"1064","76013-1","43093",1,2,"The Joker Steam Roller",2014,484,"Batman",482
"1065","76013-1","4477",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1066","76013-1","4510",71,2,"The Joker Steam Roller",2014,484,"Batman",482
"1067","76013-1","4868b",71,2,"The Joker Steam Roller",2014,484,"Batman",482
"1068","76013-1","50950",4,2,"The Joker Steam Roller",2014,484,"Batman",482
"1069","76013-1","52031",2,2,"The Joker Steam Roller",2014,484,"Batman",482
"1070","76013-1","54200",14,2,"The Joker Steam Roller",2014,484,"Batman",482
"1071","76013-1","54383",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1072","76013-1","54384",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1073","76013-1","55817",85,2,"The Joker Steam Roller",2014,484,"Batman",482
"1074","76013-1","58176",182,2,"The Joker Steam Roller",2014,484,"Batman",482
"1075","76013-1","6141",47,2,"The Joker Steam Roller",2014,484,"Batman",482
"1076","76013-1","6187",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1077","76013-1","63864",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1078","76013-1","64711",72,2,"The Joker Steam Roller",2014,484,"Batman",482
"1079","76013-1","6558",1,2,"The Joker Steam Roller",2014,484,"Batman",482
"1080","76013-1","6636",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1081","76013-1","85984",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1082","76013-1","87552",47,2,"The Joker Steam Roller",2014,484,"Batman",482
"1083","76013-1","87620",14,2,"The Joker Steam Roller",2014,484,"Batman",482
"1084","76013-1","88930",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1085","76013-1","92280",71,2,"The Joker Steam Roller",2014,484,"Batman",482
"1086","76013-1","93274",71,2,"The Joker Steam Roller",2014,484,"Batman",482
"1087","76013-1","970c00",85,2,"The Joker Steam Roller",2014,484,"Batman",482
"1088","76013-1","970c00",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1089","76013-1","98721",0,2,"The Joker Steam Roller",2014,484,"Batman",482
"1090","76013-1","99781",71,2,"The Joker Steam Roller",2014,484,"Batman",482
"1091","30160-1","2431",0,2,"Bat Jetski",2012,484,"Batman",482
"1092","30160-1","2540",14,2,"Bat Jetski",2012,484,"Batman",482
"1093","30160-1","2654",72,2,"Bat Jetski",2012,484,"Batman",482
"1094","30160-1","3023",14,2,"Bat Jetski",2012,484,"Batman",482
"1095","30160-1","3023",36,2,"Bat Jetski",2012,484,"Batman",482
"1096","30160-1","32013",0,2,"Bat Jetski",2012,484,"Batman",482
"1097","30160-1","43093",1,2,"Bat Jetski",2012,484,"Batman",482
"1098","30160-1","44676",0,2,"Bat Jetski",2012,484,"Batman",482
"1099","30160-1","59900",0,2,"Bat Jetski",2012,484,"Batman",482
"1100","30160-1","59900",0,2,"Bat Jetski",2012,484,"Batman",482
"1101","30160-1","61184",71,2,"Bat Jetski",2012,484,"Batman",482
"1102","30160-1","6141",14,2,"Bat Jetski",2012,484,"Batman",482
"1103","30160-1","6541",0,2,"Bat Jetski",2012,484,"Batman",482
"1104","TRUBATSIGNAL-1","3004",0,2,"Batman Bat-Signal",2014,484,"Batman",482
"1105","TRUBATSIGNAL-1","30362",0,2,"Batman Bat-Signal",2014,484,"Batman",482
"1106","TRUBATSIGNAL-1","3700",0,2,"Batman Bat-Signal",2014,484,"Batman",482
"1107","TRUBATSIGNAL-1","60474",0,2,"Batman Bat-Signal",2014,484,"Batman",482
"1108","TRUBATSIGNAL-1","85984",0,2,"Batman Bat-Signal",2014,484,"Batman",482
"1109","76054-1","11477",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1110","76054-1","13547",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1111","76054-1","13971",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1112","76054-1","15068",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1113","76054-1","15068",28,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1114","76054-1","15392",72,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1115","76054-1","15672",70,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1116","76054-1","15712",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1117","76054-1","16091",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1118","76054-1","18646",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1119","76054-1","20482",47,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1120","76054-1","2420",70,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1121","76054-1","2420",4,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1122","76054-1","24316",70,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1123","76054-1","2653",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1124","76054-1","2654",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1125","76054-1","2780",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1126","76054-1","30000",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1127","76054-1","3002",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1128","76054-1","3004",1,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1129","76054-1","3009",28,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1130","76054-1","30136",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1131","76054-1","3034",72,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1132","76054-1","30383",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1133","76054-1","3040b",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1134","76054-1","30414",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1135","76054-1","30602",72,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1136","76054-1","3062b",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1137","76054-1","3069b",70,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1138","76054-1","3069b",14,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1139","76054-1","32140",72,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1140","76054-1","32140",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1141","76054-1","3673",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1142","76054-1","3701",72,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1143","76054-1","3710",14,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1144","76054-1","3829c01",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1145","76054-1","3937",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1146","76054-1","4162",15,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1147","76054-1","4175",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1148","76054-1","4274",1,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1149","76054-1","43093",1,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1150","76054-1","44302a",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1151","76054-1","44728",1,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1152","76054-1","44809",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1153","76054-1","4510",72,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1154","76054-1","4519",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1155","76054-1","4599b",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1156","76054-1","4856b",1,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1157","76054-1","4865a",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1158","76054-1","51739",28,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1159","76054-1","54200",36,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1160","76054-1","56898",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1161","76054-1","56904",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1162","76054-1","60470b",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1163","76054-1","60470b",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1164","76054-1","60484",72,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1165","76054-1","6091",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1166","76054-1","61254",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1167","76054-1","6134",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1168","76054-1","61409",4,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1169","76054-1","61409",72,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1170","76054-1","6232",72,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1171","76054-1","63868",72,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1172","76054-1","6541",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1173","76054-1","6628",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1174","76054-1","6636",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1175","76054-1","85941",42,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1176","76054-1","85984",1,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1177","76054-1","87082",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1178","76054-1","87087",71,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1179","76054-1","87609",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1180","76054-1","92593",15,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1181","76054-1","93606",0,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1182","76054-1","98138",36,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1183","76054-1","98282",4,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1184","76054-1","99206",4,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1185","76054-1","99206",15,2,"Batman: Scarecrow Harvest of Fear",2016,484,"Batman",482
"1186","30521-1","11476",0,2,"The Mini Batmobile",2017,484,"Batman",482
"1187","30521-1","15712",71,2,"The Mini Batmobile",2017,484,"Batman",482
"1188","30521-1","3022",0,2,"The Mini Batmobile",2017,484,"Batman",482
"1189","30521-1","3023",0,2,"The Mini Batmobile",2017,484,"Batman",482
"1190","30521-1","3023",46,2,"The Mini Batmobile",2017,484,"Batman",482
"1191","30521-1","3705",0,2,"The Mini Batmobile",2017,484,"Batman",482
"1192","30521-1","4081b",72,2,"The Mini Batmobile",2017,484,"Batman",482
"1193","30521-1","54200",46,2,"The Mini Batmobile",2017,484,"Batman",482
"1194","30521-1","64644",0,2,"The Mini Batmobile",2017,484,"Batman",482
"1195","30521-1","85943",72,2,"The Mini Batmobile",2017,484,"Batman",482
"1196","7781-1","2420",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1197","7781-1","2431",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1198","7781-1","2445",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1199","7781-1","2540",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1200","7781-1","2730",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1201","7781-1","2921",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1202","7781-1","3002",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1203","7781-1","3003",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1204","7781-1","3009",71,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1205","7781-1","3010",15,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1206","7781-1","3010",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1207","7781-1","3032",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1208","7781-1","30357",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1209","7781-1","30383",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1210","7781-1","3040b",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1211","7781-1","30553",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1212","7781-1","30602",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1213","7781-1","3069b",15,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1214","7781-1","3069b",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1215","7781-1","32018",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1216","7781-1","3622",15,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1217","7781-1","3622",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1218","7781-1","3660",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1219","7781-1","3666",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1220","7781-1","3666",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1221","7781-1","3795",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1222","7781-1","3829c01",71,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1223","7781-1","3895",14,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1224","7781-1","4162",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1225","7781-1","41769",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1226","7781-1","41770",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1227","7781-1","4349",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1228","7781-1","4477",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1229","7781-1","4589",14,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1230","7781-1","52501",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1231","7781-1","54200",182,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1232","7781-1","55706",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1233","7781-1","55707e",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1234","7781-1","6091",72,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1235","7781-1","6141",46,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1236","7781-1","78c08",0,2,"The Batmobile: Two-Face's Escape",2006,484,"Batman",482
"1237","6857-1","2432",4,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1238","6857-1","2444",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1239","6857-1","2453b",4,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1240","6857-1","2454b",70,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1241","6857-1","2460",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1242","6857-1","2780",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1243","6857-1","2877",14,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1244","6857-1","30055",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1245","6857-1","3009",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1246","6857-1","30136",308,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1247","6857-1","3020",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1248","6857-1","3020",4,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1249","6857-1","3022",4,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1250","6857-1","3023",2,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1251","6857-1","30383",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1252","6857-1","30414",14,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1253","6857-1","3068b",4,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1254","6857-1","32123b",14,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1255","6857-1","32529",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1256","6857-1","3626cpr0900",78,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1257","6857-1","3659",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1258","6857-1","3660",4,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1259","6857-1","3660",2,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1260","6857-1","3665",4,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1261","6857-1","3701",15,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1262","6857-1","3710",4,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1263","6857-1","3794b",272,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1264","6857-1","3795",70,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1265","6857-1","3894",71,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1266","6857-1","3957b",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1267","6857-1","4081b",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1268","6857-1","4150",4,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1269","6857-1","4162",4,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1270","6857-1","4274",71,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1271","6857-1","4287a",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1272","6857-1","43093",1,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1273","6857-1","4495b",2,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1274","6857-1","4600",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1275","6857-1","50950",4,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1276","6857-1","54200",272,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1277","6857-1","55981",71,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1278","6857-1","59443",70,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1279","6857-1","59900",52,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1280","6857-1","60897",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1281","6857-1","6091",288,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1282","6857-1","6108",70,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1283","6857-1","61409",4,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1284","6857-1","6141",34,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1285","6857-1","6141",85,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1286","6857-1","6179",15,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1287","6857-1","6233",15,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1288","6857-1","76768",70,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1289","6857-1","87745",71,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1290","6857-1","88292",15,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1291","6857-1","92402",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1292","6857-1","95229",0,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1293","6857-1","95674pr0002",71,2,"The Dynamic Duo Funhouse Escape",2012,484,"Batman",482
"1294","76010-1","10190",0,2,"The Penguin Face Off",2014,484,"Batman",482
"1295","76010-1","12825",0,2,"The Penguin Face Off",2014,484,"Batman",482
"1296","76010-1","15573",71,2,"The Penguin Face Off",2014,484,"Batman",482
"1297","76010-1","3024",0,2,"The Penguin Face Off",2014,484,"Batman",482
"1298","76010-1","3062b",14,2,"The Penguin Face Off",2014,484,"Batman",482
"1299","76010-1","3068b",15,2,"The Penguin Face Off",2014,484,"Batman",482
"1300","76010-1","3070b",15,2,"The Penguin Face Off",2014,484,"Batman",482
"1301","76010-1","3710",0,2,"The Penguin Face Off",2014,484,"Batman",482
"1302","76010-1","4081b",72,2,"The Penguin Face Off",2014,484,"Batman",482
"1303","76010-1","4733",0,2,"The Penguin Face Off",2014,484,"Batman",482
"1304","76010-1","4740",14,2,"The Penguin Face Off",2014,484,"Batman",482
"1305","76010-1","47456",14,2,"The Penguin Face Off",2014,484,"Batman",482
"1306","76010-1","49668",191,2,"The Penguin Face Off",2014,484,"Batman",482
"1307","76010-1","49668",0,2,"The Penguin Face Off",2014,484,"Batman",482
"1308","76010-1","52501",14,2,"The Penguin Face Off",2014,484,"Batman",482
"1309","76010-1","54200",0,2,"The Penguin Face Off",2014,484,"Batman",482
"1310","76010-1","54200",46,2,"The Penguin Face Off",2014,484,"Batman",482
"1311","76010-1","59900",33,2,"The Penguin Face Off",2014,484,"Batman",482
"1312","76010-1","59900",25,2,"The Penguin Face Off",2014,484,"Batman",482
"1313","76010-1","60897",25,2,"The Penguin Face Off",2014,484,"Batman",482
"1314","76010-1","64728",4,2,"The Penguin Face Off",2014,484,"Batman",482
"1315","76010-1","85984",14,2,"The Penguin Face Off",2014,484,"Batman",482
"1316","76010-1","87087",14,2,"The Penguin Face Off",2014,484,"Batman",482
"1317","76010-1","98138pr0008",15,2,"The Penguin Face Off",2014,484,"Batman",482
"1318","76035-1","10884",27,2,"Jokerland",2015,484,"Batman",482
"1319","76035-1","11291",0,2,"Jokerland",2015,484,"Batman",482
"1320","76035-1","11477",1,2,"Jokerland",2015,484,"Batman",482
"1321","76035-1","13971",4,2,"Jokerland",2015,484,"Batman",482
"1322","76035-1","14395",71,2,"Jokerland",2015,484,"Batman",482
"1323","76035-1","14707",85,2,"Jokerland",2015,484,"Batman",482
"1324","76035-1","14769",19,2,"Jokerland",2015,484,"Batman",482
"1325","76035-1","14769pr1003",15,2,"Jokerland",2015,484,"Batman",482
"1326","76035-1","15279",10,2,"Jokerland",2015,484,"Batman",482
"1327","76035-1","15392",72,2,"Jokerland",2015,484,"Batman",482
"1328","76035-1","15400",72,2,"Jokerland",2015,484,"Batman",482
"1329","76035-1","15403",0,2,"Jokerland",2015,484,"Batman",482
"1330","76035-1","18970",10,2,"Jokerland",2015,484,"Batman",482
"1331","76035-1","2419",15,2,"Jokerland",2015,484,"Batman",482
"1332","76035-1","2420",15,2,"Jokerland",2015,484,"Batman",482
"1333","76035-1","2431",15,2,"Jokerland",2015,484,"Batman",482
"1334","76035-1","2453b",15,2,"Jokerland",2015,484,"Batman",482
"1335","76035-1","2453b",29,2,"Jokerland",2015,484,"Batman",482
"1336","76035-1","2453b",4,2,"Jokerland",2015,484,"Batman",482
"1337","76035-1","2476a",28,2,"Jokerland",2015,484,"Batman",482
