"","set_num","part_num","color_id","quantity","name_set","year","theme_id","name_theme","parent_id"
"2709","75213-1","11458",72,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2710","75213-1","11477",320,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2711","75213-1","11477",70,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2712","75213-1","2540",0,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2713","75213-1","28192",71,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2714","75213-1","29119",72,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2715","75213-1","29120",72,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2716","75213-1","298c02",71,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2717","75213-1","3022",71,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2718","75213-1","3024",71,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2719","75213-1","3024",71,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2720","75213-1","3024",70,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2721","75213-1","3062b",36,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2722","75213-1","3062b",47,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2723","75213-1","3070b",320,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2724","75213-1","32028",15,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2725","75213-1","32828",0,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2726","75213-1","33183",70,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2727","75213-1","3623",15,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2728","75213-1","4070",71,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2729","75213-1","43722",71,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2730","75213-1","43723",71,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2731","75213-1","4740",2,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2732","75213-1","54200",71,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2733","75213-1","58247",0,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2734","75213-1","59900",72,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2735","75213-1","59900",19,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2736","75213-1","60897",14,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2737","75213-1","60897",72,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2738","75213-1","6141",15,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2739","75213-1","6141",47,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2740","75213-1","6141",36,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2741","75213-1","6141",70,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2742","75213-1","6141",19,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2743","75213-1","64567",0,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2744","75213-1","85984",71,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2745","75213-1","92738",0,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2746","75213-1","93273",72,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2747","75213-1","99780",25,2,"Star Wars Advent Calendar",2018,209,"Star Wars",207
"2748","6252808-1","11477",70,2,"Chewbacca",2018,158,"Star Wars",NA
"2749","6252808-1","30136",70,2,"Chewbacca",2018,158,"Star Wars",NA
"2750","6252808-1","3070b",70,2,"Chewbacca",2018,158,"Star Wars",NA
"2751","6252808-1","4032a",70,2,"Chewbacca",2018,158,"Star Wars",NA
"2752","6252812-1","11477",15,2,"Luke Skywalker",2018,158,"Star Wars",NA
"2753","6252812-1","3023",15,2,"Luke Skywalker",2018,158,"Star Wars",NA
"2754","6252812-1","61252",19,2,"Luke Skywalker",2018,158,"Star Wars",NA
"2755","6252812-1","87087",15,2,"Luke Skywalker",2018,158,"Star Wars",NA
"2756","911841-1","3176",0,2,"Poe Dameron's X-Wing",2018,158,"Star Wars",NA
"2757","911841-1","43722",0,2,"Poe Dameron's X-Wing",2018,158,"Star Wars",NA
"2758","911841-1","43723",0,2,"Poe Dameron's X-Wing",2018,158,"Star Wars",NA
"2759","75226-1","2450",72,2,"Inferno Squad Battle Pack",2019,158,"Star Wars",NA
"2760","75226-1","3023",40,2,"Inferno Squad Battle Pack",2019,158,"Star Wars",NA
"2761","75226-1","30383",71,2,"Inferno Squad Battle Pack",2019,158,"Star Wars",NA
"2762","75226-1","30553",0,2,"Inferno Squad Battle Pack",2019,158,"Star Wars",NA
"2763","75226-1","32016",0,2,"Inferno Squad Battle Pack",2019,158,"Star Wars",NA
"2764","75226-1","41532",0,2,"Inferno Squad Battle Pack",2019,158,"Star Wars",NA
"2765","75226-1","4274",1,2,"Inferno Squad Battle Pack",2019,158,"Star Wars",NA
"2766","75226-1","44302a",0,2,"Inferno Squad Battle Pack",2019,158,"Star Wars",NA
"2767","75226-1","60478",72,2,"Inferno Squad Battle Pack",2019,158,"Star Wars",NA
"2768","75226-1","63965",0,2,"Inferno Squad Battle Pack",2019,158,"Star Wars",NA
"2769","75226-1","6558",1,2,"Inferno Squad Battle Pack",2019,158,"Star Wars",NA
"2770","75226-1","92280",0,2,"Inferno Squad Battle Pack",2019,158,"Star Wars",NA
"2771","75226-1","93273",71,2,"Inferno Squad Battle Pack",2019,158,"Star Wars",NA
"2772","75223-1","10247",71,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2773","75223-1","11458",72,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2774","75223-1","17485",71,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2775","75223-1","2780",0,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2776","75223-1","30367c",71,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2777","75223-1","3039",14,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2778","75223-1","3941",14,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2779","75223-1","4032a",72,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2780","75223-1","4740",41,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2781","75223-1","59900",35,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2782","75223-1","61184",71,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2783","75223-1","61409",14,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2784","75223-1","87087",14,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2785","75223-1","87994",0,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2786","75223-1","99207",71,2,"Naboo Starfighter",2019,158,"Star Wars",NA
"2787","75261-1","11477",0,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2788","75261-1","15392",72,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2789","75261-1","2431",72,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2790","75261-1","2450",71,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2791","75261-1","2540",0,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2792","75261-1","3023",0,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2793","75261-1","30365",71,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2794","75261-1","32014",71,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2795","75261-1","3710",0,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2796","75261-1","3710",71,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2797","75261-1","3941",72,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2798","75261-1","4081b",72,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2799","75261-1","43093",1,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2800","75261-1","43898",71,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2801","75261-1","44359",71,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2802","75261-1","44567a",71,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2803","75261-1","44676",72,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2804","75261-1","48729b",71,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2805","75261-1","58247",0,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2806","75261-1","6553",71,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2807","75261-1","92950",0,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2808","75261-1","99780",72,2,"Clone Scout Walker - 20th Anniversary Edition",2019,158,"Star Wars",NA
"2809","75241-1","10247",0,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2810","75241-1","16501pr0002",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2811","75241-1","18674",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2812","75241-1","2420",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2813","75241-1","24299",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2814","75241-1","24307",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2815","75241-1","24316",70,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2816","75241-1","2445",72,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2817","75241-1","2654",72,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2818","75241-1","26601",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2819","75241-1","28192",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2820","75241-1","3001",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2821","75241-1","3004",19,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2822","75241-1","3004",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2823","75241-1","3004",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2824","75241-1","3032",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2825","75241-1","30414",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2826","75241-1","3069bpr0086",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2827","75241-1","32000",0,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2828","75241-1","32000",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2829","75241-1","32209",72,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2830","75241-1","32803",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2831","75241-1","32828",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2832","75241-1","3626cpr1149",78,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2833","75241-1","3665",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2834","75241-1","3665",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2835","75241-1","3666",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2836","75241-1","3666",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2837","75241-1","3678b",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2838","75241-1","3706",0,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2839","75241-1","3747a",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2840","75241-1","3749",19,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2841","75241-1","3832",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2842","75241-1","44728",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2843","75241-1","48092",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2844","75241-1","54200",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2845","75241-1","57796",72,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2846","75241-1","57899",0,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2847","75241-1","59443",72,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2848","75241-1","6003",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2849","75241-1","60470b",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2850","75241-1","60476",0,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2851","75241-1","60477",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2852","75241-1","60481",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2853","75241-1","60481",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2854","75241-1","61184",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2855","75241-1","6180",71,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2856","75241-1","6259",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2857","75241-1","63868",72,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2858","75241-1","85984",0,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2859","75241-1","970c00pr1689",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2860","75241-1","973pr4664c01",15,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2861","75241-1","99780",72,2,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"2862","75238-1","18677",71,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2863","75238-1","2412b",484,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2864","75238-1","3020",0,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2865","75238-1","3022",72,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2866","75238-1","30259",70,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2867","75238-1","3068b",28,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2868","75238-1","3069b",2,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2869","75238-1","32000",70,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2870","75238-1","35480",70,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2871","75238-1","3623",28,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2872","75238-1","3659",70,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2873","75238-1","3673",71,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2874","75238-1","3700",70,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2875","75238-1","3705",0,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2876","75238-1","3710",70,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2877","75238-1","3710",288,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2878","75238-1","3749",19,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2879","75238-1","4032a",70,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2880","75238-1","4032a",4,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2881","75238-1","4032a",1,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2882","75238-1","44294",71,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2883","75238-1","57796",72,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2884","75238-1","60477",19,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2885","75238-1","6266",70,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2886","75238-1","63965",0,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2887","75238-1","87620",28,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2888","75238-1","88292",70,2,"Action Battle Endor Assault",2019,158,"Star Wars",NA
"2889","75244-1","11153",320,2,"Tantive IV",2019,158,"Star Wars",NA
"2890","75244-1","11213",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2891","75244-1","11458",72,2,"Tantive IV",2019,158,"Star Wars",NA
"2892","75244-1","14719",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2893","75244-1","14769",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2894","75244-1","15254",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2895","75244-1","15379",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2896","75244-1","15392",72,2,"Tantive IV",2019,158,"Star Wars",NA
"2897","75244-1","15400",72,2,"Tantive IV",2019,158,"Star Wars",NA
"2898","75244-1","15403",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2899","75244-1","18646",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2900","75244-1","18674",72,2,"Tantive IV",2019,158,"Star Wars",NA
"2901","75244-1","20482",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2902","75244-1","22885",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2903","75244-1","2420",4,2,"Tantive IV",2019,158,"Star Wars",NA
"2904","75244-1","2420",72,2,"Tantive IV",2019,158,"Star Wars",NA
"2905","75244-1","24299",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2906","75244-1","24307",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2907","75244-1","2431",320,2,"Tantive IV",2019,158,"Star Wars",NA
"2908","75244-1","2447",0,2,"Tantive IV",2019,158,"Star Wars",NA
"2909","75244-1","2458",4,2,"Tantive IV",2019,158,"Star Wars",NA
"2910","75244-1","2540",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2911","75244-1","2654",19,2,"Tantive IV",2019,158,"Star Wars",NA
"2912","75244-1","2780",0,2,"Tantive IV",2019,158,"Star Wars",NA
"2913","75244-1","3002",2,2,"Tantive IV",2019,158,"Star Wars",NA
"2914","75244-1","3003",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2915","75244-1","3003",320,2,"Tantive IV",2019,158,"Star Wars",NA
"2916","75244-1","3005",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2917","75244-1","3009",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2918","75244-1","3010",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2919","75244-1","3020",0,2,"Tantive IV",2019,158,"Star Wars",NA
"2920","75244-1","3020",19,2,"Tantive IV",2019,158,"Star Wars",NA
"2921","75244-1","3021",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2922","75244-1","3021",4,2,"Tantive IV",2019,158,"Star Wars",NA
"2923","75244-1","3022",1,2,"Tantive IV",2019,158,"Star Wars",NA
"2924","75244-1","3023",40,2,"Tantive IV",2019,158,"Star Wars",NA
"2925","75244-1","30236",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2926","75244-1","3024",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2927","75244-1","3028",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2928","75244-1","3029",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2929","75244-1","3035",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2930","75244-1","30362",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2931","75244-1","30377",72,2,"Tantive IV",2019,158,"Star Wars",NA
"2932","75244-1","30414",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2933","75244-1","30503",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2934","75244-1","3062b",14,2,"Tantive IV",2019,158,"Star Wars",NA
"2935","75244-1","3069b",379,2,"Tantive IV",2019,158,"Star Wars",NA
"2936","75244-1","3069b",226,2,"Tantive IV",2019,158,"Star Wars",NA
"2937","75244-1","3069bpr0086",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2938","75244-1","3070b",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2939","75244-1","32028",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2940","75244-1","32028",72,2,"Tantive IV",2019,158,"Star Wars",NA
"2941","75244-1","32028",379,2,"Tantive IV",2019,158,"Star Wars",NA
"2942","75244-1","32054",4,2,"Tantive IV",2019,158,"Star Wars",NA
"2943","75244-1","32138",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2944","75244-1","32524",4,2,"Tantive IV",2019,158,"Star Wars",NA
"2945","75244-1","32532",0,2,"Tantive IV",2019,158,"Star Wars",NA
"2946","75244-1","32555",0,2,"Tantive IV",2019,158,"Star Wars",NA
"2947","75244-1","32952",4,2,"Tantive IV",2019,158,"Star Wars",NA
"2948","75244-1","33909",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2949","75244-1","33909",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2950","75244-1","3460",226,2,"Tantive IV",2019,158,"Star Wars",NA
"2951","75244-1","3623",19,2,"Tantive IV",2019,158,"Star Wars",NA
"2952","75244-1","3660",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2953","75244-1","3666",1,2,"Tantive IV",2019,158,"Star Wars",NA
"2954","75244-1","36840",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2955","75244-1","3701",4,2,"Tantive IV",2019,158,"Star Wars",NA
"2956","75244-1","3702",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2957","75244-1","3710",72,2,"Tantive IV",2019,158,"Star Wars",NA
"2958","75244-1","3832",72,2,"Tantive IV",2019,158,"Star Wars",NA
"2959","75244-1","3895",1,2,"Tantive IV",2019,158,"Star Wars",NA
"2960","75244-1","3937",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2961","75244-1","3941",4,2,"Tantive IV",2019,158,"Star Wars",NA
"2962","75244-1","4032a",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2963","75244-1","4079b",0,2,"Tantive IV",2019,158,"Star Wars",NA
"2964","75244-1","4162",320,2,"Tantive IV",2019,158,"Star Wars",NA
"2965","75244-1","41747",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2966","75244-1","41748",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2967","75244-1","4274",1,2,"Tantive IV",2019,158,"Star Wars",NA
"2968","75244-1","4282",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2969","75244-1","43093",1,2,"Tantive IV",2019,158,"Star Wars",NA
"2970","75244-1","43719",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2971","75244-1","4460b",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2972","75244-1","44674",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2973","75244-1","44728",19,2,"Tantive IV",2019,158,"Star Wars",NA
"2974","75244-1","4477",70,2,"Tantive IV",2019,158,"Star Wars",NA
"2975","75244-1","4477",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2976","75244-1","4510",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2977","75244-1","4519",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2978","75244-1","47759",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2979","75244-1","48336",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2980","75244-1","48336",72,2,"Tantive IV",2019,158,"Star Wars",NA
"2981","75244-1","48336",19,2,"Tantive IV",2019,158,"Star Wars",NA
"2982","75244-1","54200",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2983","75244-1","60474",320,2,"Tantive IV",2019,158,"Star Wars",NA
"2984","75244-1","60479",72,2,"Tantive IV",2019,158,"Star Wars",NA
"2985","75244-1","60849",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2986","75244-1","6112",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2987","75244-1","61182",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2988","75244-1","61409",72,2,"Tantive IV",2019,158,"Star Wars",NA
"2989","75244-1","61409",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2990","75244-1","6141",4,2,"Tantive IV",2019,158,"Star Wars",NA
"2991","75244-1","6179",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2992","75244-1","63864",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2993","75244-1","64225",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2994","75244-1","6587",28,2,"Tantive IV",2019,158,"Star Wars",NA
"2995","75244-1","6632",72,2,"Tantive IV",2019,158,"Star Wars",NA
"2996","75244-1","85984",72,2,"Tantive IV",2019,158,"Star Wars",NA
"2997","75244-1","87079",71,2,"Tantive IV",2019,158,"Star Wars",NA
"2998","75244-1","87580",15,2,"Tantive IV",2019,158,"Star Wars",NA
"2999","75244-1","87580",0,2,"Tantive IV",2019,158,"Star Wars",NA
"3000","75244-1","87994",71,2,"Tantive IV",2019,158,"Star Wars",NA
"3001","75244-1","88930",15,2,"Tantive IV",2019,158,"Star Wars",NA
"3002","75244-1","91988",71,2,"Tantive IV",2019,158,"Star Wars",NA
"3003","75244-1","93095",19,2,"Tantive IV",2019,158,"Star Wars",NA
"3004","75244-1","99563",71,2,"Tantive IV",2019,158,"Star Wars",NA
"3005","75244-1","99780",72,2,"Tantive IV",2019,158,"Star Wars",NA
"3006","75244-1","99781",15,2,"Tantive IV",2019,158,"Star Wars",NA
"3007","75244-1","99781",71,2,"Tantive IV",2019,158,"Star Wars",NA
"3008","75253-1","11214",4,2,"Droid Commander",2019,158,"Star Wars",NA
"3009","75253-1","11455",0,2,"Droid Commander",2019,158,"Star Wars",NA
"3010","75253-1","15303",33,2,"Droid Commander",2019,158,"Star Wars",NA
"3011","75253-1","15535",71,2,"Droid Commander",2019,158,"Star Wars",NA
"3012","75253-1","15672",71,2,"Droid Commander",2019,158,"Star Wars",NA
"3013","75253-1","15712",14,2,"Droid Commander",2019,158,"Star Wars",NA
"3014","75253-1","18651",0,2,"Droid Commander",2019,158,"Star Wars",NA
"3015","75253-1","18654",0,2,"Droid Commander",2019,158,"Star Wars",NA
"3016","75253-1","18654",70,2,"Droid Commander",2019,158,"Star Wars",NA
"3017","75253-1","18654",19,2,"Droid Commander",2019,158,"Star Wars",NA
"3018","75253-1","18674",71,2,"Droid Commander",2019,158,"Star Wars",NA
"3019","75253-1","22890",72,2,"Droid Commander",2019,158,"Star Wars",NA
"3020","75253-1","23950",72,2,"Droid Commander",2019,158,"Star Wars",NA
"3021","75253-1","24122",0,2,"Droid Commander",2019,158,"Star Wars",NA
"3022","75253-1","2412b",15,2,"Droid Commander",2019,158,"Star Wars",NA
"3023","75253-1","2420",14,2,"Droid Commander",2019,158,"Star Wars",NA
"3024","75253-1","2420",4,2,"Droid Commander",2019,158,"Star Wars",NA
"3025","75253-1","24201",71,2,"Droid Commander",2019,158,"Star Wars",NA
"3026","75253-1","2431",71,2,"Droid Commander",2019,158,"Star Wars",NA
"3027","75253-1","26287",71,2,"Droid Commander",2019,158,"Star Wars",NA
"3028","75253-1","2654",15,2,"Droid Commander",2019,158,"Star Wars",NA
"3029","75253-1","2654",0,2,"Droid Commander",2019,158,"Star Wars",NA
"3030","75253-1","26603",72,2,"Droid Commander",2019,158,"Star Wars",NA
"3031","75253-1","2723",0,2,"Droid Commander",2019,158,"Star Wars",NA
"3032","75253-1","2730",0,2,"Droid Commander",2019,158,"Star Wars",NA
"3033","75253-1","3004",4,2,"Droid Commander",2019,158,"Star Wars",NA
