"","set_num","part_num","color_id","quantity","name_set","year","theme_id","name_theme","parent_id"
"1","7194-1","2357",19,84,"Yoda",2002,158,"Star Wars",NA
"2","7194-1","3001",19,73,"Yoda",2002,158,"Star Wars",NA
"3","7194-1","2420",378,72,"Yoda",2002,158,"Star Wars",NA
"4","75244-1","2780",0,64,"Tantive IV",2019,158,"Star Wars",NA
"5","7194-1","3002",19,57,"Yoda",2002,158,"Star Wars",NA
"6","7194-1","3004",19,55,"Yoda",2002,158,"Star Wars",NA
"7","7194-1","3010",19,54,"Yoda",2002,158,"Star Wars",NA
"8","8001-1","32062",0,54,"Battle Droid",2000,158,"Star Wars",NA
"9","75094-1","2780",0,52,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"10","75244-1","15068",15,49,"Tantive IV",2019,158,"Star Wars",NA
"11","7194-1","3023",378,46,"Yoda",2002,158,"Star Wars",NA
"12","7194-1","3622",19,46,"Yoda",2002,158,"Star Wars",NA
"13","75043-1","4274",1,44,"AT-AP",2014,158,"Star Wars",NA
"14","7194-1","3009",19,42,"Yoda",2002,158,"Star Wars",NA
"15","75043-1","2780",0,42,"AT-AP",2014,158,"Star Wars",NA
"16","75094-1","6541",15,40,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"17","75104-1","2780",0,40,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"18","8010-1","32062",0,35,"Darth Vader™",2002,158,"Star Wars",NA
"19","75253-1","2780",0,35,"Droid Commander",2019,158,"Star Wars",NA
"20","7194-1","3024",378,33,"Yoda",2002,158,"Star Wars",NA
"21","75244-1","3020",71,33,"Tantive IV",2019,158,"Star Wars",NA
"22","8007-1","32062",0,32,"C-3PO™",2001,158,"Star Wars",NA
"23","8010-1","4519",0,31,"Darth Vader™",2002,158,"Star Wars",NA
"24","8001-1","32123a",7,31,"Battle Droid",2000,158,"Star Wars",NA
"25","75043-1","6558",1,30,"AT-AP",2014,158,"Star Wars",NA
"26","75244-1","3023",320,30,"Tantive IV",2019,158,"Star Wars",NA
"27","75244-1","99563",71,29,"Tantive IV",2019,158,"Star Wars",NA
"28","75244-1","3004",15,28,"Tantive IV",2019,158,"Star Wars",NA
"29","75094-1","6558",1,27,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"30","7194-1","3003",19,27,"Yoda",2002,158,"Star Wars",NA
"31","75201-1","2780",0,27,"First Order AT-ST",2018,158,"Star Wars",NA
"32","75244-1","15672",15,27,"Tantive IV",2019,158,"Star Wars",NA
"33","7194-1","3794a",378,26,"Yoda",2002,158,"Star Wars",NA
"34","75104-1","3023",36,26,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"35","75244-1","3069b",15,26,"Tantive IV",2019,158,"Star Wars",NA
"36","8001-1","6632",19,25,"Battle Droid",2000,158,"Star Wars",NA
"37","7194-1","3021",378,24,"Yoda",2002,158,"Star Wars",NA
"38","7194-1","3623",378,24,"Yoda",2002,158,"Star Wars",NA
"39","75101-1","3069b",0,24,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"40","75101-1","3069b",0,24,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"41","7194-1","3020",378,23,"Yoda",2002,158,"Star Wars",NA
"42","75043-1","43093",1,23,"AT-AP",2014,158,"Star Wars",NA
"43","8007-1","4519",0,23,"C-3PO™",2001,158,"Star Wars",NA
"44","75244-1","3941",14,23,"Tantive IV",2019,158,"Star Wars",NA
"45","75253-1","3023",71,23,"Droid Commander",2019,158,"Star Wars",NA
"46","7194-1","3022",378,22,"Yoda",2002,158,"Star Wars",NA
"47","8007-1","32123a",7,22,"C-3PO™",2001,158,"Star Wars",NA
"48","75040-1","4274",71,22,"General Grievous' Wheel Bike",2014,158,"Star Wars",NA
"49","75104-1","6141",179,22,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"50","75178-1","6141",179,22,"Jakku Quadjumper",2017,158,"Star Wars",NA
"51","75244-1","2412b",179,22,"Tantive IV",2019,158,"Star Wars",NA
"52","7194-1","3795",378,21,"Yoda",2002,158,"Star Wars",NA
"53","75244-1","4274",1,21,"Tantive IV",2019,158,"Star Wars",NA
"54","75094-1","6141",72,20,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"55","75046-1","3022",72,20,"Coruscant Police Gunship",2014,158,"Star Wars",NA
"56","75104-1","30503",72,20,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"57","75244-1","6141",179,20,"Tantive IV",2019,158,"Star Wars",NA
"58","7194-1","3007",19,19,"Yoda",2002,158,"Star Wars",NA
"59","75050-1","3023",28,19,"B-Wing",2014,158,"Star Wars",NA
"60","75094-1","2412b",15,18,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"61","8010-1","3705",0,18,"Darth Vader™",2002,158,"Star Wars",NA
"62","8010-1","41677",0,18,"Darth Vader™",2002,158,"Star Wars",NA
"63","8007-1","2780",0,18,"C-3PO™",2001,158,"Star Wars",NA
"64","75104-1","6141",36,18,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"65","75244-1","3023",4,18,"Tantive IV",2019,158,"Star Wars",NA
"66","75094-1","3023",72,17,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"67","75046-1","3023",71,17,"Coruscant Police Gunship",2014,158,"Star Wars",NA
"68","8007-1","32034",0,17,"C-3PO™",2001,158,"Star Wars",NA
"69","75094-1","43093",1,16,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"70","8010-1","32250",0,16,"Darth Vader™",2002,158,"Star Wars",NA
"71","7194-1","3008",19,16,"Yoda",2002,158,"Star Wars",NA
"72","7194-1","3710",378,16,"Yoda",2002,158,"Star Wars",NA
"73","75101-1","3710",71,16,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"74","75040-1","54200",379,16,"General Grievous' Wheel Bike",2014,158,"Star Wars",NA
"75","75104-1","2654",0,16,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"76","75244-1","27263",15,16,"Tantive IV",2019,158,"Star Wars",NA
"77","75094-1","3021",15,15,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"78","7194-1","2456",19,15,"Yoda",2002,158,"Star Wars",NA
"79","7194-1","3001",484,15,"Yoda",2002,158,"Star Wars",NA
"80","8007-1","32039",0,15,"C-3PO™",2001,158,"Star Wars",NA
"81","75101-1","3710",0,15,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"82","75040-1","2412b",179,15,"General Grievous' Wheel Bike",2014,158,"Star Wars",NA
"83","75101-1","3710",0,15,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"84","75244-1","3023",71,15,"Tantive IV",2019,158,"Star Wars",NA
"85","75244-1","32803",15,15,"Tantive IV",2019,158,"Star Wars",NA
"86","75253-1","3022",70,15,"Droid Commander",2019,158,"Star Wars",NA
"87","75253-1","3022",71,15,"Droid Commander",2019,158,"Star Wars",NA
"88","75094-1","3023",15,14,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"89","75094-1","4162",15,14,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"90","8010-1","32123a",7,14,"Darth Vader™",2002,158,"Star Wars",NA
"91","8010-1","6558",0,14,"Darth Vader™",2002,158,"Star Wars",NA
"92","8010-1","6632",0,14,"Darth Vader™",2002,158,"Star Wars",NA
"93","75043-1","3023",71,14,"AT-AP",2014,158,"Star Wars",NA
"94","8007-1","32449",0,14,"C-3PO™",2001,158,"Star Wars",NA
"95","8007-1","3713",7,14,"C-3PO™",2001,158,"Star Wars",NA
"96","8007-1","6632",0,14,"C-3PO™",2001,158,"Star Wars",NA
"97","75104-1","3020",72,14,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"98","75104-1","87079",72,14,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"99","75175-1","2420",0,14,"A-Wing Starfighter",2017,158,"Star Wars",NA
"100","75195-1","6141",36,14,"Ski Speeder vs First Order Walker Microfighter",2018,158,"Star Wars",NA
"101","75201-1","4274",1,14,"First Order AT-ST",2018,158,"Star Wars",NA
"102","75226-1","6141",36,14,"Inferno Squad Battle Pack",2019,158,"Star Wars",NA
"103","75241-1","3039",15,14,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"104","75244-1","3010",15,14,"Tantive IV",2019,158,"Star Wars",NA
"105","75244-1","85080",15,14,"Tantive IV",2019,158,"Star Wars",NA
"106","75244-1","87081",15,14,"Tantive IV",2019,158,"Star Wars",NA
"107","75244-1","88072",71,14,"Tantive IV",2019,158,"Star Wars",NA
"108","75094-1","2420",71,13,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"109","75046-1","3666",71,13,"Coruscant Police Gunship",2014,158,"Star Wars",NA
"110","7194-1","3069b",378,13,"Yoda",2002,158,"Star Wars",NA
"111","75040-1","60470b",0,13,"General Grievous' Wheel Bike",2014,158,"Star Wars",NA
"112","75104-1","2412b",179,13,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"113","75104-1","3710",71,13,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"114","75244-1","15712",72,13,"Tantive IV",2019,158,"Star Wars",NA
"115","75244-1","2723",71,13,"Tantive IV",2019,158,"Star Wars",NA
"116","75253-1","3020",71,13,"Droid Commander",2019,158,"Star Wars",NA
"117","75253-1","43093",1,13,"Droid Commander",2019,158,"Star Wars",NA
"118","75094-1","32123b",14,12,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"119","75094-1","3710",15,12,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"120","75094-1","44728",15,12,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"121","75046-1","3004",272,12,"Coruscant Police Gunship",2014,158,"Star Wars",NA
"122","8010-1","6538b",36,12,"Darth Vader™",2002,158,"Star Wars",NA
"123","7194-1","3666",378,12,"Yoda",2002,158,"Star Wars",NA
"124","75110-1","2780",0,12,"Luke Skywalker",2015,158,"Star Wars",NA
"125","8007-1","3749",7,12,"C-3PO™",2001,158,"Star Wars",NA
"126","75101-1","3022",72,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"127","75101-1","4162",0,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"128","75101-1","4477",0,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"129","75101-1","54383",71,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"130","75101-1","54384",71,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"131","75101-1","60478",0,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"132","75101-1","63868",0,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"133","75101-1","87580",71,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"134","8001-1","4519",0,12,"Battle Droid",2000,158,"Star Wars",NA
"135","75040-1","41854",72,12,"General Grievous' Wheel Bike",2014,158,"Star Wars",NA
"136","75040-1","48336",71,12,"General Grievous' Wheel Bike",2014,158,"Star Wars",NA
"137","75040-1","6141",0,12,"General Grievous' Wheel Bike",2014,158,"Star Wars",NA
"138","75104-1","3022",72,12,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"139","75104-1","32054",4,12,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"140","75104-1","41769",72,12,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"141","75104-1","41770",72,12,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"142","75104-1","63868",0,12,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"143","75178-1","4032a",19,12,"Jakku Quadjumper",2017,158,"Star Wars",NA
"144","75101-1","3022",72,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"145","75101-1","3710",71,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"146","75101-1","4162",0,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"147","75101-1","4477",0,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"148","75101-1","54383",71,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"149","75101-1","54384",71,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"150","75101-1","60478",0,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"151","75101-1","63868",0,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"152","75101-1","87580",71,12,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"153","75241-1","2357",15,12,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"154","75241-1","85984",15,12,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"155","75244-1","11211",71,12,"Tantive IV",2019,158,"Star Wars",NA
"156","75244-1","24593",15,12,"Tantive IV",2019,158,"Star Wars",NA
"157","75244-1","27925",71,12,"Tantive IV",2019,158,"Star Wars",NA
"158","75244-1","3021",71,12,"Tantive IV",2019,158,"Star Wars",NA
"159","75244-1","3245c",15,12,"Tantive IV",2019,158,"Star Wars",NA
"160","75244-1","32952",72,12,"Tantive IV",2019,158,"Star Wars",NA
"161","75244-1","36840",72,12,"Tantive IV",2019,158,"Star Wars",NA
"162","75244-1","36841",71,12,"Tantive IV",2019,158,"Star Wars",NA
"163","75244-1","3956",71,12,"Tantive IV",2019,158,"Star Wars",NA
"164","75244-1","6558",1,12,"Tantive IV",2019,158,"Star Wars",NA
"165","75244-1","87087",4,12,"Tantive IV",2019,158,"Star Wars",NA
"166","75253-1","15068",15,12,"Droid Commander",2019,158,"Star Wars",NA
"167","75253-1","24316",70,12,"Droid Commander",2019,158,"Star Wars",NA
"168","75253-1","32556",19,12,"Droid Commander",2019,158,"Star Wars",NA
"169","75253-1","3673",71,12,"Droid Commander",2019,158,"Star Wars",NA
"170","75253-1","6141",71,12,"Droid Commander",2019,158,"Star Wars",NA
"171","75094-1","93273",15,11,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"172","8010-1","2780",0,11,"Darth Vader™",2002,158,"Star Wars",NA
"173","7194-1","2357",484,11,"Yoda",2002,158,"Star Wars",NA
"174","75043-1","3794a",0,11,"AT-AP",2014,158,"Star Wars",NA
"175","8007-1","4274",7,11,"C-3PO™",2001,158,"Star Wars",NA
"176","75034-1","6141",36,11,"Death Star Troopers",2014,158,"Star Wars",NA
"177","75104-1","6179",72,11,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"178","75244-1","22410",148,11,"Tantive IV",2019,158,"Star Wars",NA
"179","75244-1","2654",182,11,"Tantive IV",2019,158,"Star Wars",NA
"180","75244-1","4032a",71,11,"Tantive IV",2019,158,"Star Wars",NA
"181","75244-1","4162",15,11,"Tantive IV",2019,158,"Star Wars",NA
"182","75253-1","99780",0,11,"Droid Commander",2019,158,"Star Wars",NA
"183","75094-1","10247",71,10,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"184","75094-1","2445",15,10,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"185","75094-1","3020",72,10,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"186","75094-1","54200",15,10,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"187","75046-1","11477",72,10,"Coruscant Police Gunship",2014,158,"Star Wars",NA
"188","75046-1","3623",72,10,"Coruscant Police Gunship",2014,158,"Star Wars",NA
"189","75046-1","44728",72,10,"Coruscant Police Gunship",2014,158,"Star Wars",NA
"190","75046-1","85984",72,10,"Coruscant Police Gunship",2014,158,"Star Wars",NA
"191","8010-1","32062",15,10,"Darth Vader™",2002,158,"Star Wars",NA
"192","8010-1","32184",0,10,"Darth Vader™",2002,158,"Star Wars",NA
"193","8010-1","32449",0,10,"Darth Vader™",2002,158,"Star Wars",NA
"194","8010-1","3713",7,10,"Darth Vader™",2002,158,"Star Wars",NA
"195","8010-1","6536",0,10,"Darth Vader™",2002,158,"Star Wars",NA
"196","7194-1","3003",6,10,"Yoda",2002,158,"Star Wars",NA
"197","7194-1","3004",378,10,"Yoda",2002,158,"Star Wars",NA
"198","75043-1","11477",71,10,"AT-AP",2014,158,"Star Wars",NA
"199","75043-1","32123b",71,10,"AT-AP",2014,158,"Star Wars",NA
"200","75043-1","4032a",72,10,"AT-AP",2014,158,"Star Wars",NA
"201","75101-1","3023",4,10,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"202","75050-1","3034",71,10,"B-Wing",2014,158,"Star Wars",NA
"203","75104-1","3021",71,10,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"204","75104-1","3623",71,10,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"205","75104-1","3701",72,10,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"206","75104-1","3710",72,10,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"207","75104-1","4274",1,10,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"208","75104-1","47397",72,10,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"209","75104-1","47398",72,10,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"210","75104-1","85984",72,10,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"211","75175-1","15573",320,10,"A-Wing Starfighter",2017,158,"Star Wars",NA
"212","75175-1","44728",72,10,"A-Wing Starfighter",2017,158,"Star Wars",NA
"213","75178-1","15068",484,10,"Jakku Quadjumper",2017,158,"Star Wars",NA
"214","75178-1","2412b",179,10,"Jakku Quadjumper",2017,158,"Star Wars",NA
"215","75178-1","92280",71,10,"Jakku Quadjumper",2017,158,"Star Wars",NA
"216","75195-1","54200",72,10,"Ski Speeder vs First Order Walker Microfighter",2018,158,"Star Wars",NA
"217","75198-1","6141",41,10,"Tatooine Battle Pack",2018,158,"Star Wars",NA
"218","75101-1","3023",4,10,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"219","75241-1","41740",0,10,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"220","75244-1","11203",71,10,"Tantive IV",2019,158,"Star Wars",NA
"221","75244-1","30136",19,10,"Tantive IV",2019,158,"Star Wars",NA
"222","75244-1","32828",71,10,"Tantive IV",2019,158,"Star Wars",NA
"223","75244-1","60474",71,10,"Tantive IV",2019,158,"Star Wars",NA
"224","75253-1","15573",272,10,"Droid Commander",2019,158,"Star Wars",NA
"225","75253-1","3023",15,10,"Droid Commander",2019,158,"Star Wars",NA
"226","75253-1","3023",19,10,"Droid Commander",2019,158,"Star Wars",NA
"227","75253-1","6558",1,10,"Droid Commander",2019,158,"Star Wars",NA
"228","911948-1","63868",72,10,"AT-M6",2019,158,"Star Wars",NA
"229","75094-1","99207",71,9,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"230","8010-1","32016",0,9,"Darth Vader™",2002,158,"Star Wars",NA
"231","7194-1","3005",378,9,"Yoda",2002,158,"Star Wars",NA
"232","75101-1","60479",71,9,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"233","75146-1","54200",15,9,"Advent Calendar 2016 Star Wars",2016,209,"Star Wars",207
"234","8001-1","3713",7,9,"Battle Droid",2000,158,"Star Wars",NA
"235","8001-1","rb00167",0,9,"Battle Droid",2000,158,"Star Wars",NA
"236","75050-1","32064b",4,9,"B-Wing",2014,158,"Star Wars",NA
"237","75050-1","3700",19,9,"B-Wing",2014,158,"Star Wars",NA
"238","comcon032-1","3023",0,9,"JEK-14 Mini Stealth Starfighter - San Diego Comic-Con 2013 Exclusive",2013,158,"Star Wars",NA
"239","75178-1","3710",72,9,"Jakku Quadjumper",2017,158,"Star Wars",NA
"240","75201-1","85984",71,9,"First Order AT-ST",2018,158,"Star Wars",NA
"241","75101-1","60479",71,9,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"242","75241-1","3700",71,9,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"243","75241-1","54200",15,9,"Action Battle Echo Base Defense",2019,158,"Star Wars",NA
"244","75244-1","3023",15,9,"Tantive IV",2019,158,"Star Wars",NA
"245","75244-1","32000",4,9,"Tantive IV",2019,158,"Star Wars",NA
"246","75244-1","3795",71,9,"Tantive IV",2019,158,"Star Wars",NA
"247","75244-1","99207",15,9,"Tantive IV",2019,158,"Star Wars",NA
"248","75253-1","3023",3,9,"Droid Commander",2019,158,"Star Wars",NA
"249","75253-1","87083",72,9,"Droid Commander",2019,158,"Star Wars",NA
"250","75253-1","99207",71,9,"Droid Commander",2019,158,"Star Wars",NA
"251","75094-1","3022",15,8,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"252","75094-1","32000",15,8,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"253","75094-1","3623",15,8,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"254","75094-1","3666",15,8,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"255","75094-1","63864",15,8,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"256","75094-1","6541",71,8,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"257","75094-1","85984",15,8,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"258","75094-1","87087",71,8,"Imperial Shuttle Tydirium",2015,158,"Star Wars",NA
"259","75046-1","3021",272,8,"Coruscant Police Gunship",2014,158,"Star Wars",NA
"260","75046-1","3065",36,8,"Coruscant Police Gunship",2014,158,"Star Wars",NA
"261","75046-1","32062",4,8,"Coruscant Police Gunship",2014,158,"Star Wars",NA
"262","75046-1","4070",72,8,"Coruscant Police Gunship",2014,158,"Star Wars",NA
"263","8010-1","32056",0,8,"Darth Vader™",2002,158,"Star Wars",NA
"264","7194-1","2357",378,8,"Yoda",2002,158,"Star Wars",NA
"265","7194-1","3005",19,8,"Yoda",2002,158,"Star Wars",NA
"266","7194-1","3794a",6,8,"Yoda",2002,158,"Star Wars",NA
"267","75097-1","61252",72,8,"Star Wars Advent Calendar",2015,209,"Star Wars",207
"268","75043-1","3021",71,8,"AT-AP",2014,158,"Star Wars",NA
"269","75043-1","32054",0,8,"AT-AP",2014,158,"Star Wars",NA
"270","75043-1","3700",0,8,"AT-AP",2014,158,"Star Wars",NA
"271","75043-1","43722",72,8,"AT-AP",2014,158,"Star Wars",NA
"272","75043-1","43723",72,8,"AT-AP",2014,158,"Star Wars",NA
"273","75043-1","44302a",72,8,"AT-AP",2014,158,"Star Wars",NA
"274","75043-1","93606",71,8,"AT-AP",2014,158,"Star Wars",NA
"275","8007-1","6536",0,8,"C-3PO™",2001,158,"Star Wars",NA
"276","75101-1","18649",0,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"277","75101-1","3022",0,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"278","75101-1","3034",71,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"279","75101-1","3460",71,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"280","75101-1","3666",72,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"281","75101-1","3794b",71,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"282","75101-1","60470b",0,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"283","75101-1","60478",4,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"284","75101-1","60478",71,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"285","75101-1","60479",0,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"286","75101-1","6141",0,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"287","75101-1","63868",1,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"288","75101-1","6636",0,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"289","75101-1","73983",0,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"290","75101-1","87609",71,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"291","75101-1","92280",0,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"292","75101-1","99780",71,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"293","8001-1","32054",0,8,"Battle Droid",2000,158,"Star Wars",NA
"294","8001-1","rb00167",0,8,"Battle Droid",2000,158,"Star Wars",NA
"295","75050-1","2780",0,8,"B-Wing",2014,158,"Star Wars",NA
"296","75050-1","3020",72,8,"B-Wing",2014,158,"Star Wars",NA
"297","75050-1","3068b",72,8,"B-Wing",2014,158,"Star Wars",NA
"298","75050-1","3941",71,8,"B-Wing",2014,158,"Star Wars",NA
"299","75050-1","6541",72,8,"B-Wing",2014,158,"Star Wars",NA
"300","75040-1","2780",0,8,"General Grievous' Wheel Bike",2014,158,"Star Wars",NA
"301","75040-1","32123b",71,8,"General Grievous' Wheel Bike",2014,158,"Star Wars",NA
"302","75040-1","98347",148,8,"General Grievous' Wheel Bike",2014,158,"Star Wars",NA
"303","75104-1","10247",72,8,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"304","75104-1","2654",71,8,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"305","75104-1","3024",72,8,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"306","75104-1","3040b",72,8,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"307","75104-1","3069b",71,8,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"308","75104-1","3666",72,8,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"309","75104-1","3701",4,8,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"310","75104-1","3702",0,8,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"311","75104-1","40490",0,8,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"312","75104-1","4286",72,8,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"313","75104-1","43093",1,8,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"314","75104-1","87580",71,8,"Kylo Ren's Command Shuttle",2015,158,"Star Wars",NA
"315","75175-1","3024",15,8,"A-Wing Starfighter",2017,158,"Star Wars",NA
"316","75175-1","85984",320,8,"A-Wing Starfighter",2017,158,"Star Wars",NA
"317","75178-1","11477",71,8,"Jakku Quadjumper",2017,158,"Star Wars",NA
"318","75178-1","24593",71,8,"Jakku Quadjumper",2017,158,"Star Wars",NA
"319","75178-1","56145",179,8,"Jakku Quadjumper",2017,158,"Star Wars",NA
"320","75178-1","60474",84,8,"Jakku Quadjumper",2017,158,"Star Wars",NA
"321","75178-1","6141",0,8,"Jakku Quadjumper",2017,158,"Star Wars",NA
"322","75178-1","6222",71,8,"Jakku Quadjumper",2017,158,"Star Wars",NA
"323","75178-1","6259",72,8,"Jakku Quadjumper",2017,158,"Star Wars",NA
"324","911730-1","3957b",71,8,"Y-Wing",2017,158,"Star Wars",NA
"325","911730-1","85861",71,8,"Y-Wing",2017,158,"Star Wars",NA
"326","75204-1","3710",19,8,"Sandspeeder",2018,158,"Star Wars",NA
"327","75204-1","4735",71,8,"Sandspeeder",2018,158,"Star Wars",NA
"328","75101-1","18649",0,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"329","75101-1","24201",71,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"330","75101-1","2654",71,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"331","75101-1","3022",0,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"332","75101-1","3034",71,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
"333","75101-1","3460",71,8,"First Order Special Forces TIE Fighter",2015,158,"Star Wars",NA
